2007-03-15,68000,3.296465,11.716905,14.531951999999999,sellC,0,-1.0,0,-1.0,0,-2.0,43278.0,0.0,100000,100000.0
2007-03-16,68000,3.2650669999999997,11.521604,14.254074,hold,0,0,0,0,0,0,42730.0,0.0,100000,100096.40534863107
2007-03-19,52133.34989060677,3.459719,11.912211,14.799551999999998,buyA,0,-2.0,133.34989060677617,0.016668736325847023,0,-1.0,43713.0,0.002599314798644602,100133.34989060677,100234.90806037615
2007-03-20,20133.34989060677,3.5633220000000003,12.107517999999999,14.923047,sellC,0,-1.0,0,-1.0,0,-2.0,44351.0,0.0025493279755937443,100133.34989060677,100762.73731388185
2007-03-21,-11866.650109393231,3.692044,12.498058,15.489072,sellC,0,-1.0,0,-1.0,0,-2.0,45631.0,0.002501227447752353,100133.34989060677,100681.41292671523
2007-03-22,4498.97610411401,3.7046010000000003,12.498058,15.447963,sellA,8344.393695510036,1.0464503090004362,0,-1.0,21.232517997204923,0.0026540647496506153,45424.0,0.008939354675640448,100498.976104114,100979.38342174758
2007-03-23,4498.97610411401,3.701461,12.302744,15.3738,hold,0,0,0,0,0,0,45533.0,0.008776820954265168,100498.976104114,100817.71215512166
2007-03-26,4498.97610411401,3.670064,12.498058,15.417048000000001,hold,0,0,0,0,0,0,45645.0,0.00862009200865329,100498.976104114,100835.70878109097
2007-03-27,21518.952065274618,3.6480900000000003,12.302744,15.200926,sellA,8871.150518293536,1.163340722180038,0,-1.0,148.82544286707434,0.01860318035838429,45207.0,0.02197512100105929,101518.95206527461,100999.7911898888
2007-03-28,6090.388437267044,3.5319300000000005,11.912211,14.676067999999999,buyB,571.436371992424,0.071429546499053,0,-2.0,0,-1.0,44484.0,0.03049991849235257,102090.38843726704,101130.26878128437
2007-03-29,22316.798287518992,3.550765,12.107517999999999,14.741960999999998,sellB,0,-1.0,8262.328462784952,1.0491865867721784,-35.91861253300158,-0.004489826566625197,45355.0,0.03375617185629326,102316.79828751899,101683.94259097555
2007-03-30,6373.376517844004,3.5758769999999998,11.912211,14.799551999999998,buyB,56.578230325013465,0.0070722787906266835,0,-2.0,0,-1.0,45805.0,0.03413553460437232,102373.37651784401,101078.15264086255
2007-04-02,22518.02954517888,3.5005330000000003,11.912211,14.531951999999999,sellB,0,-1.0,7999.999999999998,0.9999999999999997,144.6530273348808,0.018081628416860097,45597.0,0.03593089420573081,102518.02954517888,101949.00411932699
2007-04-03,22686.90267437845,3.5884410000000004,12.302744,14.982793,sellA,200.9019769275128,-0.9748872528840609,0,-1.0,-32.028847727945504,-0.004003605965993188,46288.0,0.038049523605317145,102686.90267437845,101938.38987168134
2007-04-04,22686.90267437845,3.6386730000000003,12.302744,15.151514,hold,0,0,0,0,0,0,46554.0,0.03744556291316926,102686.90267437845,101458.9862359329
2007-04-05,-9313.097325621551,3.6261099999999997,12.302744,15.268881,buyB,0,-1.0,0,-2.0,0,-1.0,46647.0,0.036860475992650986,102686.90267437845,101231.40822347548
2007-04-09,-9313.097325621551,3.5853019999999995,12.498058,15.38001,hold,0,0,0,0,0,0,46855.0,0.0362933917466102,102686.90267437845,101999.30414896763
2007-04-10,22894.06305083363,3.607275,12.498058,15.437610000000001,sellB,41.55417237756137,0.005194271547195171,8254.010324851106,1.0476269359095822,-88.4041207734872,-0.0110505150966859,47174.0,0.03883814218724285,102894.06305083363,101746.22828914554
2007-04-11,-9105.936949166371,3.5633220000000003,12.302744,15.128897,buyB,0,-1.0,0,-2.0,0,-1.0,46939.0,0.03825846842325415,102894.06305083363,101883.38484770781
2007-04-12,-9105.936949166371,3.5947190000000004,12.302744,15.252376000000002,hold,0,0,0,0,0,0,47347.0,0.03769584388761806,102894.06305083363,101408.70973715579
2007-04-13,-9105.936949166371,3.6857660000000005,12.302744,15.458238,hold,0,0,0,0,0,0,47926.0,0.03714952730953664,102894.06305083363,100444.16648189862
2007-04-16,-9105.936949166371,3.7391360000000002,12.693283000000001,15.900796,hold,0,0,0,0,0,0,48921.0,0.03661881977654326,102894.06305083363,100781.42640744883
2007-04-17,-9105.936949166371,4.178661,12.888589999999999,16.306295000000002,hold,0,0,0,0,0,0,48755.0,0.036103061751521524,102894.06305083363,98604.40128767885
2007-04-18,-9105.936949166371,3.757972,12.888589999999999,16.06745,hold,0,0,0,0,0,0,48710.0,0.03560163033830595,102894.06305083363,101133.18679557442
2007-04-19,-9105.936949166371,3.808203,12.888589999999999,16.219782000000002,hold,0,0,0,0,0,0,48762.0,0.03511393677202778,102894.06305083363,100496.150139635
2007-04-20,-9105.936949166371,4.2131989999999995,13.279202,16.456553,hold,0,0,0,0,0,0,49408.0,0.03463942411294633,102894.06305083363,99817.35201056482
2007-04-23,23269.340854207345,3.795646,13.474432,16.314510000000002,sellB,-521.5896851308971,-0.06519871064136214,9523.807046623097,1.2857138212418306,-626.9395581184817,-0.07836744476481021,49162.0,0.0389588918194398,103269.34085420734,102956.84853135522
2007-04-24,55759.33488287624,3.779946,13.474432,16.055101,sellB,-426.93749179657425,-0.05336718647457178,9523.807046623097,1.2857138212418306,-606.8755261576262,-0.07585944076970327,49071.0,0.04442274447048602,103759.33488287624,103556.75506307666
2007-04-25,55759.33488287624,3.8772699999999998,13.279202,16.353624,hold,0,0,0,0,0,0,49676.0,0.043845825711129056,103759.33488287624,102687.77521406252
2007-04-26,72134.72510609556,3.8898269999999995,13.474432,16.417444,sellB,0,-1.0,9249.952912684512,1.234366171128346,-874.562689465196,-0.1093203361831495,49068.0,0.04788238514461537,104134.72510609556,102961.94040995119
