2007-03-15,76000,3.296465,11.716905,sellB,0,-1.0,0,-2.0,43278.0,0.0,100000,100000.0
2007-03-16,52000,3.2650669999999997,11.521604,sellB,0,-1.0,0,-2.0,42730.0,0.0,100000,100190.49496562738
2007-03-19,76601.9069065084,3.459719,11.912211,sellA,8873.124004405552,1.1687570413444972,-271.2170978971335,-0.03390213723714169,43713.0,0.010556962537778653,100601.9069065084,100063.99002739773
2007-03-20,76601.9069065084,3.5633220000000003,12.107517999999999,hold,0,0,0,0,44351.0,0.010353944027436755,100601.9069065084,99661.6779014701
2007-03-21,52601.906906508404,3.692044,12.498058,sellB,0,-1.0,0,-2.0,45631.0,0.010158586592956816,100601.9069065084,98857.2060819256
2007-03-22,60629.11568300186,3.7046010000000003,12.498058,sellA,27.208776493454934,-0.9965989029383181,9.094947017729282e-13,1.1368683772161603e-16,45424.0,0.010474206546850303,100629.11568300186,98884.41485841906
2007-03-23,52754.13606616859,3.701461,12.302744,sellA,0,-2.0,125.02038316672952,0.015627547895841188,45533.0,0.012545094967615095,100754.13606616859,99418.542544012
2007-03-26,52754.13606616859,3.670064,12.498058,hold,0,0,0,0,45645.0,0.012321075414621968,100754.13606616859,99219.73431348948
2007-03-27,60984.83848340329,3.6480900000000003,12.302744,buyA,115.35120861735322,0.028837802154338305,0,-1.0,45207.0,0.016082017564067394,100984.83848340329,99764.4983987964
2007-03-28,60984.83848340329,3.5319300000000005,11.912211,hold,0,0,0,0,44484.0,0.01580474139916968,100984.83848340329,101073.74917690635
2007-03-29,53111.78642282233,3.550765,12.107517999999999,sellA,0,-2.0,126.9479394190439,0.015868492427380487,45355.0,0.017677039884458658,101111.78642282233,100503.76269441166
2007-03-30,53111.78642282233,3.5758769999999998,11.912211,hold,0,0,0,0,45805.0,0.017382422553051013,101111.78642282233,100738.68957769626
2007-04-02,53111.78642282233,3.5005330000000003,11.912211,hold,0,0,0,0,45597.0,0.017097464806279685,101111.78642282233,101240.8986300097
2007-04-03,53111.78642282233,3.5884410000000004,12.302744,hold,0,0,0,0,46288.0,0.016821699244888078,101111.78642282233,99850.48623171852
2007-04-04,53111.78642282233,3.6386730000000003,12.302744,hold,0,0,0,0,46554.0,0.01655468814576287,101111.78642282233,99515.66242204809
2007-04-05,53111.78642282233,3.6261099999999997,12.302744,hold,0,0,0,0,46647.0,0.016296021143485325,101111.78642282233,99599.40170220594
2007-04-09,53111.78642282233,3.5853019999999995,12.498058,hold,0,0,0,0,46855.0,0.016045313125893242,101111.78642282233,99469.08284184862
2007-04-10,53111.78642282233,3.607275,12.498058,hold,0,0,0,0,47174.0,0.01580220232095547,101111.78642282233,99322.62075453598
2007-04-11,53111.78642282233,3.5633220000000003,12.302744,hold,0,0,0,0,46939.0,0.015566348554971058,101111.78642282233,100017.91813319789
2007-04-12,53111.78642282233,3.5947190000000004,12.302744,hold,0,0,0,0,47347.0,0.015337431664456776,101111.78642282233,99808.63992105775
2007-04-13,53111.78642282233,3.6857660000000005,12.302744,hold,0,0,0,0,47926.0,0.015115150046131317,101111.78642282233,99201.761767708
2007-04-16,53111.78642282233,3.7391360000000002,12.693283000000001,hold,0,0,0,0,48921.0,0.014899219331186583,101111.78642282233,98041.55170860684
2007-04-17,53111.78642282233,4.178661,12.888589999999999,hold,0,0,0,0,48755.0,0.014689371171592405,101111.78642282233,94709.56457580318
2007-04-18,53111.78642282233,3.757972,12.888589999999999,hold,0,0,0,0,48710.0,0.014485352127542511,101111.78642282233,97513.68731960087
2007-04-19,53111.78642282233,3.808203,12.888589999999999,hold,0,0,0,0,48762.0,0.014286922646343299,101111.78642282233,97178.87017547849
2007-04-20,53111.78642282233,4.2131989999999995,13.279202,hold,0,0,0,0,49408.0,0.014093856124095416,101111.78642282233,93674.7297451735
2007-04-23,53111.78642282233,3.795646,13.474432,hold,0,0,0,0,49162.0,0.013905938042440811,101111.78642282233,96055.7958163564
2007-04-24,53111.78642282233,3.779946,13.474432,hold,0,0,0,0,49071.0,0.013722965173461327,101111.78642282233,96160.44492074853
2007-04-25,53111.78642282233,3.8772699999999998,13.279202,hold,0,0,0,0,49676.0,0.013544744846533258,101111.78642282233,95913.88063621466
2007-04-26,53111.78642282233,3.8898269999999995,13.474432,hold,0,0,0,0,49068.0,0.013371094271577703,101111.78642282233,95428.02783541652
2007-04-27,53111.78642282233,3.968317,13.474432,hold,0,0,0,0,49230.0,0.01320183991370963,101111.78642282233,94904.84896893636
2007-04-30,61408.85818059847,3.484838,13.279202,buyA,148.53587888807124,0.03713396972201781,0,-1.0,48956.0,0.0166446992843969,101408.85818059847,98529.65498875064
2007-05-02,61408.85818059847,3.8851160000000005,13.474432,hold,0,0,0,0,49472.0,0.01643920916977472,101408.85818059847,97145.49490955222
2007-05-03,61408.85818059847,3.547626,13.669738,hold,0,0,0,0,50218.0,0.01623873100916771,101408.85818059847,97354.3253895238
2007-05-04,61408.85818059847,3.613554,13.865043,hold,0,0,0,0,50598.0,0.01604308364761147,101408.85818059847,96691.98671063445
2007-05-07,61408.85818059847,4.019804,13.865043,hold,0,0,0,0,50282.0,0.01585209455656848,101408.85818059847,95814.69925106729
2007-05-08,61408.85818059847,4.116501,14.255581,hold,0,0,0,0,50278.0,0.0156655993264912,101408.85818059847,94566.1386275468
2007-05-09,61408.85818059847,3.7234339999999997,14.64611,hold,0,0,0,0,51300.0,0.015483441194787817,101408.85818059847,94375.23597211286
2007-05-10,61408.85818059847,3.7736660000000004,14.450882,hold,0,0,0,0,50235.0,0.015305470606341978,101408.85818059847,94786.52482284994
